학교이름,링크
여주대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/1377388525/x03/JINHAKAPPLY/2504_yit_CenterP_211x66_3/2504_yit_CenterP_211x66_3_250417.html/792f7563516d69784e33304143366c56
인덕대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/843601877/x04/JINHAKAPPLY/2504_induk_CenterP_211x66_4/2504_induk_CenterP_211x66_4_250417.html/792f7563516d69784e33304143366c56
안산대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/811278594/x05/JINHAKAPPLY/2504_ansan_CenterP_211x66_5/2504_ansan_CenterP_211x66_5_250417.html/792f7563516d69784e33304143366c56
정화예술대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/1165619275/x06/JINHAKAPPLY/2504_jb_CenterP_211x66_6/2504_jb_CenterP_211x66_6_250417.html/792f7563516d69784e33304143366c56
한국폴리텍대학,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/1197774670/x07/JINHAKAPPLY/2504_kopo_CenterP_211x66_7/2504_kopo_CenterP_211x66_7_250417.html/792f7563516d69784e33304143366c56
호서대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterP/L22/266978637/x08/JINHAKAPPLY/2504_hoseo_CenterP_211x66_8/2504_hoseo_CenterP_211x66_8_250417.html/792f7563516d69784e33304143366c56
용인예술과학대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1579113724/x14/JINHAKAPPLY/2506_ysc_RollingP_117x26_14/2506_ysc_RollingP_117x26_14_250619.html/792f7563516d69784e33304143366c56
서울여자간호대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/845111485/x15/JINHAKAPPLY/2506_snjc_RollingP_117x26_15/2506_snjc_RollingP_117x26_15_250619.html/792f7563516d69784e33304143366c56
오산대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/135672665/x13/JINHAKAPPLY/2506_osan_RollingP_117x26_13/2506_osan_RollingP_117x26_13_250619.html/792f7563516d69784e33304143366c56
신구대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1333881468/x08/JINHAKAPPLY/2504_shingu_RollingP_117x26_8/2504_shingu_RollingP_117x26_8_250409.html/792f7563516d69784e33304143366c56
대림대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/160483805/x10/JINHAKAPPLY/2504_daelim_RollingP_117x26_10/2504_daelim_RollingP_117x26_10_250409.html/792f7563516d69784e33304143366c56
대구대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1348230311/x07/JINHAKAPPLY/2504_daegu_RollingP_117x26_7/2504_daegu_RollingP_117x26_7_250409.html/792f7563516d69784e33304143366c56
명지전문대학,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1819513764/x01/JINHAKAPPLY/2506_mjc_RollingP_117x26_1/2506_mjc_RollingP_117x26_1_250610.html/792f7563516d69784e33304143366c56
동남보건대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/2146409148/x11/JINHAKAPPLY/2504_dongnam_RollingP_117x26_11/2504_dongnam_RollingP_117x26_11_250409.html/792f7563516d69784e33304143366c56
충청대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/547489515/x05/JINHAKAPPLY/2506_ok_RollingP_117x26_5/2506_ok_RollingP_117x26_5_250616.html/792f7563516d69784e33304143366c56
숭의여자대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/164853684/x03/JINHAKAPPLY/2504_sewu_RollingP_117x26_3/2504_sewu_RollingP_117x26_3_250409.html/792f7563516d69784e33304143366c56
가톨릭상지대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1033463210/x16/JINHAKAPPLY/2507_csj_RollingP_117x26_16/2507_csj_RollingP_117x26_16_250715.html/792f7563516d69784e33304143366c56
동서울대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/2089807536/x09/JINHAKAPPLY/2504_du_RollingP_117x26_9/2504_du_RollingP_117x26_9_250409.html/792f7563516d69784e33304143366c56
안산대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/562307301/x12/JINHAKAPPLY/2504_ansan_RollingP_117x26_12/2504_ansan_RollingP_117x26_12_250409.html/792f7563516d69784e33304143366c56
경기과학기술대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/1791425523/x06/JINHAKAPPLY/2506_gtec_RollingP_117x26_6/2506_gtec_RollingP_117x26_6_250612.html/792f7563516d69784e33304143366c56
두원공과대학교,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/RollingP/L23/180854721/x02/JINHAKAPPLY/2508_doowon_RollingP_117x26_2/2508_doowon_RollingP_117x26_2_250822.html/792f7563516d69784e33304143366c56
아이디 찾기,https://applymem.jinhakapply.com/Find/ID
비밀번호 찾기,https://applymem.jinhakapply.com/Find/PWD
회원가입,https://applymem.jinhakapply.com
,https://wads.jinhakapply.com/RealMedia/ads/click_lx.ads/U_jinhakapplyP/CenterR/L22/1841995981/x01/JINHAKAPPLY/2504_hywoman_CenterR_292x72/2504_hywoman_CenterR_292x72_250408.html/792f7563516d69784e33304143366c56
국립금오공과대학교,http://www.kumoh.ac.kr
전주대학교,http://www.jeonju.ac.kr
가천대학교,https://admission.gachon.ac.kr/
경동대학교,https://www.kduniv.ac.kr/iphak/Main.do
수원대학교,https://ipsi.suwon.ac.kr/
경기대학교,https://enter.kyonggi.ac.kr/
호서대학교,https://ipsi.hoseo.ac.kr/
삼육대학교,https://ipsi.syu.ac.kr/
신한대학교,https://ipsi.shinhan.ac.kr/
한국공학대학교,https://iphak.tukorea.ac.kr/
가야대학교,http://www.kaya.ac.kr
가천대학교,https://apply.jinhakapply.com/Notice/1019055/A
가톨릭관동대학교,http://www.cku.ac.kr/
가톨릭꽃동네대학교,http://www.kkot.ac.kr
가톨릭대학교,https://www.catholic.ac.kr/
감리교신학대학교,http://www.mtu.ac.kr/mtu/main.jsp
강남대학교,http://www.kangnam.ac.kr
강서대학교,http://www.kcu.ac.kr
강원대학교,http://www.kangwon.ac.kr
"강원대학교(강릉캠퍼스,원주캠퍼스)",http://www.gwnu.ac.kr/
건국대학교 서울캠퍼스,http://www.konkuk.ac.kr
건국대학교(글로컬),http://www.kku.ac.kr
건양대학교,http://www.konyang.ac.kr
경기대학교,https://enter.kyonggi.ac.kr/intro.do
경남대학교,http://www.kyungnam.ac.kr
경동대학교,http://www.kduniv.ac.kr/
경북대학교,https://www.knu.ac.kr/wbbs/wbbs/main/main.action
경상국립대학교,https://www.gnu.ac.kr/new/main.do
경성대학교,http://www.ks.ac.kr
경운대학교,http://ipsi.ikw.ac.kr/renew2/
경인교육대학교,https://ipsi.ginue.ac.kr/ipsi/Main.do
경일대학교,http://www.kiu.ac.kr
경희대학교,http://www.khu.ac.kr
계명대학교,https://www.gokmu.ac.kr/main.htm
가야대학교,https://ipsi.kaya.ac.kr/
대구가톨릭대학교,https://ibsi.cu.ac.kr/
대구대학교,https://ipsi.daegu.ac.kr/
중부대학교,https://ipsi.joongbu.ac.kr/
광주여자대학교,https://ipsi.kwu.ac.kr/
성공회대학교,https://enter.skhu.ac.kr/
상지대학교,https://www.sangji.ac.kr/go/index.do
청운대학교,https://enter.chungwoon.ac.kr/
고려대학교(서울),http://www.korea.ac.kr
고려대학교(세종),https://oku.korea.ac.kr/sejong/index.do
고신대학교,http://www.kosin.ac.kr
공주교육대학교,http://www.kongju-e.ac.kr
광신대학교,http://www.kwangshin.ac.kr
광운대학교,http://iphak.kw.ac.kr
광주교육대학교,http://www.gnue.ac.kr/
광주대학교,http://www.gwangju.ac.kr
광주여자대학교,http://www.kwu.ac.kr
국립경국대학교(국립안동대학교),https://www.gknu.ac.kr/main/index.do
국립공주대학교,http://www.kongju.ac.kr/
국립군산대학교,http://www.kunsan.ac.kr
국립목포대학교,http://www.mokpo.ac.kr
국립목포해양대학교,http://www.mmu.ac.kr/intro
국립부경대학교,http://www.pknu.ac.kr/
국립순천대학교,https://www.scnu.ac.kr/iphak/main.do
국립창원대학교,http://ipsi.changwon.ac.kr
국립한국교통대학교,https://www.ut.ac.kr/ipsi.do
국립한국해양대학교,http://www.kmou.ac.kr
국립한밭대학교,http://admission.hanbat.ac.kr/html/kr/
국민대학교,http://www.kookmin.ac.kr
극동대학교,http://www.kdu.ac.kr
금강대학교,http://www.ggu.ac.kr
중원대학교,http://ipsi.jwu.ac.kr/
건양대학교,https://ipsi.konyang.ac.kr/
목원대학교,https://enter.mokwon.ac.kr/
광주대학교,https://iphak.gwangju.ac.kr/
건국대학교,https://enter.konkuk.ac.kr/
건국대학교 글로컬,https://enter.kku.ac.kr/
동국대학교,https://ipsi.dongguk.edu/
동국대학교 WISE,https://ipsi.dongguk.ac.kr/
김천대학교,https://ibhak.gimcheon.ac.kr/
나사렛대학교,http://www.kornu.ac.kr/
남부대학교,http://www.nambu.ac.kr
남서울대학교,http://www.namseoul.net/
단국대학교,https://apply.jinhakapply.com/Notice/1042039/A
대구가톨릭대학교,http://www.cu.ac.kr/
대구교육대학교,http://www.dnue.ac.kr
대구대학교,http://ipsi.daegu.ac.kr
대구예술대학교,https://www.dgau.ac.kr/
대구한의대학교,http://www.dhu.ac.kr
대신대학교,http://www.daeshin.ac.kr/html/intro/
대전대학교,https://ipsi.dju.ac.kr/enter/html/main/intro.asp
대진대학교,http://www.daejin.ac.kr
덕성여자대학교,http://www.duksung.ac.kr/
동국대학교(서울),https://apply.jinhakapply.com/Notice/1055045/A
동국대학교(WISE),http://web.dongguk.ac.kr/
동덕여자대학교,https://www.dongduk.ac.kr/
동명대학교,https://tu.ac.kr
동서대학교,http://www.dongseo.ac.kr
동신대학교,https://www.dsu.ac.kr/
동아대학교,http://www.donga.ac.kr
동양대학교,http://www.dyu.ac.kr
동의대학교,https://ipsi.deu.ac.kr/main.do
루터대학교,http://www.ltu.ac.kr
동명대학교,https://www.tu.ac.kr/iphak/
동아대학교,https://ent.donga.ac.kr/
명지대학교,https://iphak.mju.ac.kr/
서강대학교,https://admission.sogang.ac.kr/
서울여자대학교,https://admission.swu.ac.kr/
서원대학교,https://www.seowon.ac.kr/iphak/
성균관대학교,https://admission.skku.edu/
성신여자대학교,https://ipsi.sungshin.ac.kr/
명지대학교,https://apply.jinhakapply.com/Notice/1065063/A
목원대학교,http://www.mokwon.ac.kr
목포가톨릭대학교,http://www.mcu.ac.kr
배재대학교,http://www.pcu.ac.kr
백석대학교,http://www.bu.ac.kr
부산가톨릭대학교,http://www.cup.ac.kr
부산교육대학교,http://www.bnue.ac.kr/
부산대학교,http://go.pusan.ac.kr/college_2016/main/main.asp
부산외국어대학교,http://www.bufs.ac.kr/
부산장신대학교,http://www.bpu.ac.kr/
삼육대학교,http://www.syu.ac.kr
상명대학교,https://admission.smu.ac.kr/
상지대학교,http://www.sangji.ac.kr
서강대학교,https://admission.sogang.ac.kr/enter/html/main/index.asp
서경대학교,http://www.skuniv.ac.kr/
서울과학기술대학교,https://www.seoultech.ac.kr
서울기독대학교,https://apply.jinhakapply.com/Notice/1052051/A
서울대학교,https://apply.jinhakapply.com/Notice/1083069/A
서울시립대학교,https://www.uos.ac.kr/
서울신학대학교,http://www.stu.ac.kr
서울여자대학교,http://www.swu.ac.kr
서울장신대학교,https://www.sjs.ac.kr/
서울한영대학교,http://ipsi.hytu.ac.kr/
신라대학교,https://ipsi.silla.ac.kr/
연세대학교,https://admission.yonsei.ac.kr/
국립인천대학교,https://admission.inu.ac.kr/
한서대학교,https://helper.hanseo.ac.kr/
한양대학교,https://go.hanyang.ac.kr/gate.do
한양대학교 ERICA,http://goerica.hanyang.ac.kr/admission/intro.asp
홍익대학교,https://www.hongik.ac.kr/
서원대학교,http://www.seowon.ac.kr/
선문대학교,http://www.sunmoon.ac.kr
성결대학교,http://www.sungkyul.ac.kr/
성공회대학교,http://www.skhu.ac.kr/
성균관대학교,https://apply.jinhakapply.com/Notice/1092045/A
성신여자대학교,http://www.sungshin.ac.kr/
세명대학교,http://www.semyung.ac.kr/
세종대학교,http://www.sejong.ac.kr/
세한대학교,https://apply.sehan.ac.kr/apply/
송원대학교,http://www.songwon.ac.kr/
수원대학교,http://www.suwon.ac.kr
숙명여자대학교,http://www.sookmyung.ac.kr/
순천향대학교,https://www.sch.ac.kr
숭실대학교,https://apply.jinhakapply.com/Notice/1101066/A
신경주대학교,http://www.gyeongju.ac.kr
신라대학교,http://www.silla.ac.kr
신한대학교,http://ipsi.shinhan.ac.kr/
아신대학교,http://www.acts.ac.kr
아주대학교,http://www.ajou.ac.kr
안양대학교,http://www.anyang.ac.kr
연세대학교(미래),https://admission.yonsei.ac.kr/mirae/admission/html/main/main.asp
연세대학교(서울),https://apply.jinhakapply.com/Notice/1108067/A
영남대학교,http://enter.yu.ac.kr/
영산대학교,http://ipsi.ysu.ac.kr/
예수대학교,http://www.mpu.ac.kr/
예원예술대학교,https://www.yewon.ac.kr/intro.html
용인대학교,http://www.yongin.ac.kr
우석대학교,http://www.woosuk.ac.kr
우송대학교,https://www.wsu.ac.kr/
울산대학교,http://www.ulsan.ac.kr
원광대학교,https://www.wku.ac.kr/
위덕대학교,http://www.uu.ac.kr/
유원대학교(U1대학교),https://ipsi.u1.ac.kr/html/ipsi/index.html
을지대학교,http://www.eulji.ac.kr/
이화여자대학교,http://admission.ewha.ac.kr
인제대학교,http://www.inje.ac.kr
인천가톨릭대학교,http://www.iccu.ac.kr
인천대학교,https://apply.jinhakapply.com/Notice/1123059/A
인하대학교,http://www.inha.ac.kr
장로회신학대학교,http://www.pcts.ac.kr
전남대학교,http://www.jnu.ac.kr/
전북대학교,https://www.jbnu.ac.kr/kor/
전주교육대학교,http://www.jnue.kr/
전주대학교,https://www.jj.ac.kr/
제주국제대학교,http://www.jeju.ac.kr/
제주대학교,http://www.cheju.ac.kr
조선대학교,http://ibhak.chosun.ac.kr/
중부대학교,https://www.joongbu.ac.kr/
중앙대학교,http://www.cau.ac.kr
중원대학교,http://www.jwu.ac.kr/
진주교육대학교,http://www.cue.ac.kr
차 의과학대학교,http://www.cha.ac.kr
창신대학교,https://apply.jinhakapply.com/Notice/4143035/A
청운대학교,http://www.chungwoon.ac.kr
청주교육대학교,https://www.cje.ac.kr/web/main.do?screenTp=USER
청주대학교,http://www.chongju.ac.kr
초당대학교,https://www.cdu.ac.kr/
총신대학교,http://www.chongshin.ac.kr
추계예술대학교,http://www.chugye.ac.kr
춘천교육대학교,http://www.cnue.ac.kr/cnue/index.do
충남대학교,http://ipsi.cnu.ac.kr/
충북대학교,http://www.chungbuk.ac.kr/site/www/main.do
칼빈대학교,http://www.calvin.ac.kr
평택대학교,https://www.ptu.ac.kr
포항공과대학교,http://www.postech.ac.kr
한경국립대학교,https://apply.jinhakapply.com/Notice/3016099/A
한국공학대학교,https://iphak.tukorea.ac.kr/main.htm
한국교원대학교,https://www.knue.ac.kr/www/index.do
한국기술교육대학교,http://www.kut.ac.kr
한국성서대학교,http://ipsi.bible.ac.kr/
한국외국어대학교,http://www.hufs.ac.kr
한국체육대학교,http://www.knsu.ac.kr/web/ipsi/home
한국침례신학대학교,http://www.kbtus.ac.kr
한국항공대학교,http://ibhak.kau.ac.kr/admission/html/main/main.asp
한남대학교,http://www.hannam.ac.kr/
한동대학교,https://admissions.handong.edu/
한라대학교(원주),http://www.halla.ac.kr
한림대학교,http://admission.hallym.ac.kr
한서대학교,http://helper.hanseo.ac.kr/
한성대학교,https://enter.hansung.ac.kr
한세대학교,http://www.hansei.ac.kr
한신대학교,http://www.hs.ac.kr
한양대학교(서울),https://go.hanyang.ac.kr/gate.do
한양대학교(ERICA),http://goerica.hanyang.ac.kr/admission/intro.asp
한일장신대학교,http://www.hanil.ac.kr
협성대학교,http://www.hyupsung.ac.kr
호남대학교,http://enter.honam.ac.kr/
호남신학대학교,http://www.htus.ac.kr
호서대학교,http://www.hoseo.ac.kr/
호원대학교,https://www.howon.ac.kr/2018/_admission/
홍익대학교,https://www.hongik.ac.kr/kr/admission/undergraduate-admission.do
화성의과학대학교,https://www.hsmu.ac.kr/sgu_main/index.do
수원과학대학교,https://ipsi.ssc.ac.kr/
연암공과대학교,https://enter.yc.ac.kr/
신구대학교,https://enter.shingu.ac.kr/
경북전문대학교,https://ipsi.kbc.ac.kr/
안산대학교,https://iphak.ansan.ac.kr/
한국영상대학교,https://ipsi.pro.ac.kr/
대림대학교,https://ent.daelim.ac.kr/
경북보건대학교,https://ipsi.gch.ac.kr/
가톨릭상지대학교,http://www.csj.ac.kr
강동대학교,http://www.gangdong.ac.kr/
강릉영동대학교,http://www.gyc.ac.kr
강원도립대학,http://www.gw.ac.kr/
거제대학교,http://www.koje.ac.kr
경기과학기술대학교,http://www.gtec.ac.kr
경기과학기술대학교 조기취업형 계약학과,https://www.gtec.ac.kr
경남도립남해대학,http://www.namhae.ac.kr
경남정보대학교,http://www.kit.ac.kr
경민대학교,http://www.kyungmin.ac.kr
경복대학교,http://www.kbu.ac.kr
경북과학대학교,http://www.kbcs.ac.kr
경북보건대학교,http://www.gch.ac.kr
경북전문대학교,http://www.kbc.ac.kr/
경인여자대학교,http://www.kiwu.ac.kr
계명문화대학교,http://www.kmcu.ac.kr/
계원예술대학교,http://www.kaywon.ac.kr
광양보건대학교,http://gy.ac.kr
광주보건대학교,http://www.ghu.ac.kr/
구미대학교,http://www.gumi.ac.kr
국립한국농수산대학,http://www.af.ac.kr/
국제대학교,http://www.kookje.ac.kr
군산간호대학교,http://www.kcn.ac.kr
군장대학교,http://www.kunjang.ac.kr
부천대학교,https://ipsi.bc.ac.kr/
유한대학교,https://sky.yuhan.ac.kr/
재능대학교,https://apply.jeiu.ac.kr:4443/apply/
인하공업전문대학,https://ipsi.inhatc.ac.kr/
서정대학교,https://www.seojeong.ac.kr/iphak/
여주대학교,https://ipsi.yit.ac.kr/
충북도립대학교,https://www.cpu.ac.kr/ipsi/
전북과학대학교,https://www.jbsc.ac.kr/portal/ipsi/main/main.do
기독간호대학교,http://www.ccn.ac.kr
김포대학교,http://www.kimpo.ac.kr
김해대학교,http://www.gimhae.ac.kr/
대경대학교,http://www.tk.ac.kr
대구공업대학교,https://www.ttc.ac.kr/
대구과학대학교,http://www.tsu.ac.kr
대구보건대학교,http://www.dhc.ac.kr/
대덕대학교,http://www.ddc.ac.kr
대동대학교,http://www.daedong.ac.kr
대림대학교,https://apply.jinhakapply.com/Notice/4047033/A
대전과학기술대학교,http://www.hu.ac.kr/
동강대학교,http://www.dkc.ac.kr/
동남보건대학교,http://www.dongnam.ac.kr/
동서울대학교,http://www.du.ac.kr/
동아방송예술대학교,http://ipsi.dima.ac.kr/
동아보건대학교,http://www.dongac.ac.kr
동양미래대학교,http://www.dongyang.ac.kr
동원과학기술대학교,http://www.dist.ac.kr
동원대학교,http://www.tw.ac.kr/
동의과학대학교,http://www.dit.ac.kr
두원공과대학교,https://entrance.doowon.ac.kr/main.do
마산대학교,http://www.masan.ac.kr/
명지전문대학,http://www.mjc.ac.kr
한양여자대학교,https://www.hywoman.ac.kr/hyw_admission/
숭의여자대학교,https://www.sewu.ac.kr/admission/
서일대학교,https://www.seoil.ac.kr/ipsi/
명지전문대학,https://ipsi.joongbu.ac.kr/
강동대학교,https://www.gangdong.ac.kr/ipsi/
충북보건과학대학교,https://enter.chsu.ac.kr/
경기과학기술대학교,https://www.gtec.ac.kr/ipsi/
신안산대학교,https://apply.sau.ac.kr/
명지전문대학 조기취업형 계약학과,http://www.mjc.ac.kr/
목포과학대학교,http://ipsi.msu.ac.kr/main
문경대학교,http://www.mkc.ac.kr/
배화여자대학교,http://www.baewha.ac.kr/
백석문화대학교,http://www.bscu.ac.kr/
백제예술대학교,http://www.paekche.ac.kr
부산경상대학교,http://www.bsks.ac.kr
부산과학기술대학교,http://www.bist.ac.kr/
부산보건대학교,http://www.dongju.ac.kr
부산여자대학교,http://www.bwc.ac.kr/intro/
부천대학교,http://www.bc.ac.kr/
서영대학교(광주),http://www.seoyeong.ac.kr/
서영대학교(파주),http://www.seoyeong.ac.kr
서울여자간호대학교,http://www.snjc.ac.kr/
서울예술대학교,http://www.seoularts.ac.kr
서일대학교,https://www.seoil.ac.kr/sites/ipsi/index.do?kr
서정대학교,http://www.seojeong.ac.kr
선린대학교,http://www.sunlin.ac.kr
세경대학교,http://www.saekyung.ac.kr/
송곡대학교,http://www.songgok.ac.kr/
송호대학교,http://www.songho.ac.kr
수성대학교,http://www.sc.ac.kr/
수원과학대학교,http://www.ssc.ac.kr/
호산대학교,http://iphak.hosan.ac.kr/
선린대학교,https://admission.sunlin.ac.kr/
대경대학교,https://www.dkuway.com/
전주비전대학교,https://iphak.jvision.ac.kr/
오산대학교,https://iphak.osan.ac.kr/
동남보건대학교,https://ipsi.dongnam.ac.kr/
국제대학교,https://ipsi.kookje.ac.kr/
용인예술과학대학교,https://ipsi.ysc.ac.kr/
수원여자대학교,https://apply.jinhakapply.com/Notice/4094123/A
순천제일대학교,http://www.suncheon.ac.kr
숭의여자대학교,http://www.sewc.ac.kr
신구대학교,http://www.shingu.ac.kr
신성대학교,http://www.shinsung.ac.kr
신안산대학교,http://www.sau.ac.kr/
아주자동차대학교,http://www.motor.ac.kr/
